text,emotion_label,sarcasm_label
"Took a nap for a few hours , now watching Christmas movies",3,-1
Being stuck because your crying so much you can't see to drive is not fun,5,-1
"Years ago , on my way to school by the forest path I came across an exhibitionist .",2,-1
@USER I mean basically you going shopping in the am ? Daddy decided he 's going now,3,-1
Cow hearts in physiology this Friday ?,1,-1
Last week I had planned to play tennis and had booked a tennis court . However when I arrived at the university gym the clerk told me that the court was being used for lessons .,0,-1
"@USER "" JUDAH'S BEEN MATCHED ! ! ! JUDAH HAS A FAMILY ! ! ! #praise I 'm literally jumping and crying with excitement "" #BAWLING",3,-1
"A statement was issued from Ibrox yesterday detailing the unsatisfactory nature of the dealings with Bernard Tapie ' s club , while expressing regret that there was nothing more Rangers could do on behalf of their now disgruntled fans .",1,-1
"There 's enough in the world , do n't bring it to twitter",0,-1
"Vincent agreed , too low-spirited to put up any resistance .",5,-1
And Glenn Close ' s stubborn and pain-ridden performance as Sunny makes you sad for her and hate her at the same time .,5,-1
One week til human boy thing comes back,3,-1
The choir was on fire this morning . And the fire alarm in the church thought literally . #firedrill,7,-1
Theres power n da tounge n right now i claim it ive cried my last tear it is over ... the cryn the sleepless night ...,3,-1
Needs to keep my self entertained for the next hour and I only have 26 % of battery .,3,-1
Over there .,4,-1
Fat Friday has come early with @USER . Preparing for an afternoon of Carol service rehearsals,3,-1
"When someone tried to rape one of my best friends and he claimed it was her fault . He the hassled her , claimed she was loose , and threatened to sue her .",0,-1
IS MR PRIMETIME ? ? ... FAKE ASS RD LAME ! ! .. LOL U KNW U MY BABY !,3,-1
"Gonna Sleep This Off , Good'Night My #Tweeters x :heart_suit: x",0,-1
Ohh this messy breakfast of mine ! ! ! :smiling_face:,3,-1
He runs with anger like a RB cause he 's still a virgin,0,-1
Yet another set of tablets to take just have to wait 7 billion hours for my prescription now,3,-1
This place is nothing but a breeding ground for hate . #sadness #Confusion #Alienation #Judgement,2,-1
Minute shards of glass slashed across Rohmer ' s ecstatic face .,3,-1
"Bosses never know what they are getting themselves into when they turn a hard , creative worker into a party planner .",7,-1
"After being away on a holiday for 2 months , a friend , who lived interstate , had remembered when I 'd get back and phoned to welcome me home on the night of my arrival .",3,-1
Death is not the biggest fear we have ; our biggest is taking the risk to be #alive and express what we really are ~ Don Miguel Ruiz # D,2,-1
@USER pastrami biscuit is the best thing since oh my god,3,-1
I can't bear you anymore . I am sick of your drinking . I am divorcing you .,0,-1
I had the bomb ass dinner tonight .,3,-1
"by ending his candidacy today , has robbed America of a great potential TV moment : Trump yelling at him , "" You 're fired ! "" #GOP",5,-1
You dance beautifully too .,3,-1
@USER Joy is helping a neighbour in need and knowing you have made a little difference,3,-1
@USER @USER may not be gone this weekend afterall . Evan bailed to go home and Natalie has exams after the weekend,7,-1
and I 'm gonna watch Smoldering Children . also my cat just jumped off the top of my fridge and I kind of wet myself . #ahsfx,2,-1
follows a pure thought like a shadow that never leaves-Buddha #quote,3,-1
My blackberry has died call or message me if you need to get hold of me !,5,-1
"@USER You lucky I would rather be there in the nice weather ! I miss it too , especially reading all the HS people 's tweets ):",5,-1
im receiving knee high converse for christmas :D,3,-1
Crossing a street of several ways the cars began to move and I thought that I was going to be trampled .,2,-1
"A fall during a climb , with almost with no previous experience .",2,-1
"` Of course , we were devastated , but we knew now what had been wrong all along - - and at least they could n't blame me any more . """,5,-1
I hate flop nights ... You get excited then BAM nothing happens #OhWell another night,5,-1
Gonna punch @USER in the face the second he looks down to read this .,7,-1
I want justice .,0,-1
Happy for no good reason,3,-1
Rolling into school tomorrow with mono .,3,-1
"If I failed to do so , he would become exasperated and start shouting at me , telling me how stupid I was ; whereupon I would dissolve into tears and rush out of the room .",0,-1
"The mortified referee ordered the game to end but then was persuaded to leave while one of the linesmen took over , a spectator taking the linesman ' s place .",6,-1
When I think that I will probably never have a genuine contact with my parents .,5,-1
Ewe ... and very weird ... & should the smell of this bathroom turn me on ?,7,-1
"I 'm at Burton Street Craft Fair , Sheffield . It 's indoor and I can lean on a radiator but it 's got christmas music playing #humbug",3,-1
Traffic jam of Bandra-Worli Sea link from Bandra to Worli .,7,-1
"Yeah , I ' ll probably just stay in and relax . Maybe watch a few movies .",4,-1
The ice will soon be thick enough for skating . I am so fond of winter sports .,3,-1
i know i smoke too much cause when i bernie and breathe in it makes a wheeze sound :( #justwantapurebernie,5,-1
“ @USER : @USER hmmm . Cannot be defined . Intensity can only be felt . It can also be released . Like a pressure cooker ”,0,-1
""" @USER : and are in today 's trend of Two things are enough to freak them out . LOL",2,-1
@USER Have a son too ! Been looking forward to this episode ! Thanks for sharing some on the show ! You #flyabove #lifechanging,3,-1
* Euphonik ? RT @USER : My honey 's birthday in 5 days ... :heart_suit:,3,-1
God 's peace surpasses anything that the world could offer . #Godswag,3,-1
@USER Such a shame to go from great hope several months ago to #suddenandrelentlessdisappointment,1,-1
@USER Free Expression As Revolution,2,-1
"@USER @USER great , computerhoven got nominated . it has no soul period",3,-1
Busy busy day todayyyyy which includes getting tutored for math ... - _ - #canibesmartinmathforonceplease,5,-1
"Good day at the gym , bringin that and that but leavin that",2,-1
"I will , sir . I 'm really very sorry .",5,-1
"Mary , do n't move . Stand right there . It 's a good shot . The background is very pretty .",3,-1
Had a dream about dryer sheets . Woke up clenching a dryer sheet . Must have left it in my pillowcase,7,-1
have to drink water so that the kidneys are not sick ! ! :(,2,-1
Joy remember what I told you earlier about putting,3,-1
"IF you DO piss of young hot mark wahlberg , your dogs head will get cut off and put thru the doggy door ...",2,-1
When I did n't get a certain job at Lillehammer which I wanted very much .,5,-1
I Plan On staying home exploring the wonders of a Warm bed While i kill ppl in Modern Warfare,3,-1
"When I got 21/30 points in an exam of statistics . The result was unexpected and it made me realize that statistics do not surpass my abilities , as I have sometimes thought .",3,-1
When I got the feeling that I had to do all the housekeeping while my boyfriend did n't do anything . This happened in a period of exams when I had to study very hard .,0,-1
"@USER That 's like making children talk bad about the other parent in the divorce :( Kids are NOT your ammo , Tools ! #ows",1,-1
"@USER HAHA . oh lottie , you 're just too cool ;D nah , i 'm gonna fail my biology AND maths > . < : S",0,-1
what @USER @USER and myself have up our sleeves for our parents xmas present is pretty amazing :),7,-1
i hope @USER will read my DM kh8 no reply na.Mbasa lng tlga :( ( ( WISHKOLANG . MASTERRRRR ! Please .,5,-1
Joe Nathan left the Twins for the Texas Rangers .,5,-1
Are n't you the pot calling the kettle black ? You 're wearing my pants right now !,0,-1
When I was accepted as a student of psychology .,3,-1
"May , look at this mess ! You threw waste everywhere .",0,-1
When my dog ran out on thin ice last spring .,2,-1
“ @USER : We love it when @USER forces us to come up with something nice within 4 hours ! LOL ” <---,3,-1
"Just stepped outside to get a look at the sky . Cloudy , sleeting . No chance of stargazing .",5,-1
Yay I get to put up with all the cute couples in my family for the holidays #not,3,-1
Heard the toilet flush and this girl walked straight out the restroom . I know for a fact that she did n't wash her hands ...,1,-1
"I broke up with my boyfriend of seven months , but it was a very indepth relationship and so after feelings of grief and loss were over I felt an immense sadness . """,5,-1
@USER it 's better not to share the egg and kid part haha =P,1,-1
When they changed my office to another room without my agreement .,0,-1
"A month ago today I was wandering around Washington DC carefree and giddy , today I am stressing over finals and the last week of school",3,-1
Misunderstood by friends .,0,-1
Starting to regain the ability to move my toes .,3,-1
"Now , I 've got assignments to complete and windows to break with my horrible singing ... :) Good day all !",3,-1
"Last time I was at the dentist , I cried in the waiting room until my turn came .",2,-1
@USER welcome to my life 5 days a week . <3,5,-1
So i get home and my aunt from canada is randomly sitting in my house,7,-1
"` You ' ll not be alone with him , Maggie , he ' s got a sister , and in any case Mitch will be there , "" Richie muttered , red with embarrassment .",6,-1
Omg ! My favorite show is coming back ! ! factor,2,-1
Time to get ready for work .. :|,3,-1
"` You ' ve got every right to be mad at me , Mike .",0,-1
Finding out that I made a stupid mistake in the exam .,2,-1
"Just watched "" Single White Female . "" It 's the reason the only roommate I 've ever had was my sister ... and of course my husband .",2,-1
Hoje meu dia vai ser study study and study . Tenho que me aliviar pelo menos geo e hist . Serio ...,2,-1
I should probably be happy for the rest of the week ..,3,-1
School was pointless today ... Oh well . At work until nine .,3,-1
"Hi , Bill .",4,-1
"The Odones were left stunned when they were told in 1984 at the Children ' s Hospital in Washington DC that their fun-loving , brilliant six-year-old son - - he already spoke three languages - - had ALD , and was under sentence of death .",7,-1
Try to do something sweet for myy bf and he has an attitude about it because I want to keep it a secret and him - . - WTF < \ 3,7,-1
A sudden end to the relationship with my first girlfriend .,5,-1
@USER I miss you already . This break will suck . #besties,5,-1
Finding a hotel for the night .,3,-1
What a night . Omw to teach these adorable children at this clinic . oh and I have n't been to sleep yet #ECSTATIC lol,3,-1
"Yeah , that 's it .",4,-1
"I 'm not in the Christmas spirit at all , scene as we 're living with two people who curse the fuck if you mention it",5,-1
"Sure , I will . Thank you for inviting me .",3,-1
That 's too bad.What kind of accident is it ? Are you all right ?,5,-1
Shall we keep pur friendship ?,5,-1
"This little girl 's death in Canton , GA just broke up my Christmas bubble a little . There really are monsters in this world .",5,-1
Going home now ! School tomorrow ! - . -,3,-1
aww . i hear mario kart being played downstairs by the homies as i continue to study for finals .,5,-1
Way to blow a 3 goal lead Devils .,1,-1
pfff vrijdag moek wel na school bn echt moe en voel me ech nie lkkr,7,-1
I was awakened by a dream in the middle of the night . I dreamt that a stranger was in my house .,2,-1
in the mood for sweets and my shop is closed,5,-1
"So , can I buy some new shoes as a Christmas present ?",3,-1
Hauser was amused at the suggestion .,3,-1
@USER If I 'm lucky I remember to trim my ends once a year,5,-1
@USER yep ! Woopwoop Othello ! I 'm going to be doing english literally all day ... excluding last lesson . All night tomo ..,3,-1
I 'm grateful to have @USER as a Pittsburgh because he Strikes in the hearts of the opposing Offenses .,2,-1
That awkward moment when you just want to punch a baby .,0,-1
I guess I 'll be writing a scholarship essay today,3,-1
"sliced my finger with a knife ,",3,-1
Eight journals and AP lit term flash cards to make still,3,-1
Waiting outside for 30 minutes before my dad shows up to pick me up,3,-1
"Why do I read the comments on any article of any kind , ever ? #Misspellings #Misinformation",0,-1
"Hello , Steven . Congratulations !",3,-1
My brother turned 10 today ! It was just yesterday when he was a child Ca n't wait to go to his school to drop of his birthday stuff,7,-1
Few days ago I really experienced fear . It was connected with unexpected actions on the part of a group of people . This evoked in me many negative emotions .,2,-1
i love finding a spider in the shower,7,-1
Library session followed by work,3,-1
Well family birthday tomorrow .,3,-1
Then she felt horror and pity at seeing Marcus so confused and so evidently useless .,2,-1
"and loathing , my man , fear and loathing . - Hunter S . Thompson #teamautofollow",2,-1
My bad.sorry !,5,-1
"@USER exactly , but the good thing is they found this sick fuck , would you believe it was the girls own BROTHER",1,-1
My current lover and I had been very busy with work and study and had not had time alone together for almost a month until one afternoon recently when we made love for hours and then showered and ate together .,3,-1
"No matter how old i am , anytime i have a leaf blower i will air blast the closest person to me . Brings me",3,-1
the heartstopping moment where you think you 've pulled out your headphones in the silent library .,2,-1
The glow-in-the-dark stars on my ceiling seem to be glowing brighter than usual this beautiful night .,3,-1
ben nog even ver als net met,7,-1
Mensen pingen met een BB wat niet van hun is whahahah,5,-1
When I finally got a job after days of wondering whether I would be hired or not and counting on the money that it would bring .,3,-1
"I will NOT go to he 'd until I have my eyebrows threaded and my Mani / Pedi ... As a matter of fact , I will be sleeping on the chair ! !",3,-1
Love and Hip Hop on my newsfeeds,3,-1
Lian heeft zo met de dames en ik blijf thuis om samen met de mannen film te kijken en biertjes te drinken .,7,-1
"For all interested , the queen of Norway is paying my school a visit on Thursday . I 'm gonna look like a hardcore student in the library",3,-1
@USER one of my favorite episodes this season ... just wait until the end,7,-1
Ho dan ben je bezig geweest met papier-maché en kan je niks meer doen omdat het eerst moet drogen :(,7,-1
mmmm . Got the new Toro y Moi album and the new The Antlers album on my Ipod finally .,3,-1
""" I would literally lift my leg and pee on her like a dog "" - @USER &",7,-1
Thinking about death when walking alone at night .,2,-1
When I was told that I was selected to attend Medical Assistant Training .,3,-1
just gave up on studying for today ... 11 hours and im ready to just chill . repeating it all tomorrow . #can'twait,3,-1
"Am not suprise , total defination of what we rep in Naija always dont wanna say the truth . He is a weaklen simple RT @USER",2,-1
@USER A6 The Arab Spring may be the original trigger w / IAC being fuel 2 fire . #GOI #BigBattle,2,-1
"Sorry , sir , we are having a sale now .",5,-1
It 's already December ! I can't wait for Christmas ! It makes me super glad,3,-1
"When a friend carelessly broke and object in my parent 's house and did not apologize , or pay , or anything .",0,-1
Finding out the great difference between China and the West in science .,2,-1
"Vernam kortelings dat James May van alias Cpt . Slow , een muzikant zou geweest zijn bij Queen",7,-1
A man who walks with God can walk anywhere . * HENSE * I nothing .,2,-1
@USER Wishing you a very Happy Birthday and a year filled with ( even more ) success & - Have a great day today,3,-1
ooh look at me i keep copy and pasting jokes off websites because i 'm a dick .,0,-1
The most basic instinct of the human species is neither nor #sex . it is procrastination . #StudyTalk,2,-1
Washing machine makes strange noise ... O . O,2,-1
@USER over the counter pills do n't work for me :/ so I have to endure the pain until I see my mom ...,3,-1
What 's all this sunshine bullshit ? ( Payday today ) #whathappenedtoautumn ?,3,-1
Been chilling with the Saudi crew ... had no idea they had food cooking in the kitchen ...,7,-1
Smokin purplehaze listening to @USER this song always brings me out a tough mood,2,-1
I 'm glad you like it .,0,-1
Sweet tea & ' a holiday pie,3,-1
Done writing my physic 's essay ! :),3,-1
People that operate out of a place of and should all be sent somewhere far away :) do n't need that anymore ! :),2,-1
"Both siblings plugged into their ipods sleeping . 2 mad parents , and then theres me !",3,-1
"Ijust realized wen I donate mi hair , ima look like mi brother from thee nek up . - __ - lol",5,-1
"for the first time since i can remember , i will not be participating in the family tradition . can this injury be more inconvenient ?",5,-1
Adventurous night with @USER and @USER to visit @USER in troy ! #japans,7,-1
All this for our king ! We could join and sing ... Ohhhh Praise Him ! He is holy ! Hallelujah !,3,-1
"gedoucht , nu klaarmaken eten en naar school met de auto ! !",7,-1
Have you signed up to join the company ' s Christmas party ?,4,-1
@USER Parce qu'on me la proposait . Sauf que l'auteur et mon amie ont oublié de me préciser que c'était une death fic * - * .,7,-1
@USER a fantastic voyage * Omnic looks at his 33.6 k link and then looks at * Mercury cuddles his cable modem .. (= :],3,-1
@USER I feel as though you are trying to indirectly insult me .,5,-1
"When I heard that a good friend , who had been abroad for a long time , would come and see me .",3,-1
And yeah ... it 's fucked ... still works ... screen just broke like hell ... #frustration,5,-1
@USER He know 's the rules ! It 's strictly consensual if you yell,7,-1
"One of my class-mates had a disease unexpectedly , he had been in a coma for six days in a hospital before he died .",5,-1
how can me and @USER kiss our teeth at the same time LOOOOL,0,-1
They did .,4,-1
@USER Funny cause I have one for you come to the store tomorrow,7,-1
Seeds of discouragement can not grow in a grateful heart . #fear,0,-1
Mr Brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago .,0,-1
"Dacht ik heel even een uurtje voor mezelf te hebben om aan te werken , verwart #kerel eindtijd met begintijd van zijn afspraak ...",7,-1
"Well , have a great time !",3,-1
What do you plan to do for your birthday ?,4,-1
Having a fight with a class mate .,0,-1
Ca n't you see how this is killing me inside . I love you too much and I still do /:,5,-1
"ergh think my hangover has just officially set in , and just in time for me to write a chemistry essay",3,-1
"Wotless , broke people filling up the websiteee !",0,-1
"When I came back to my hostel , my bed was full of newspapers and dirty clothes . My room-mate asked me to wash the clothes for him as he had no time ( this was his responsibility ) . The food we shared had been eaten up by him ( I ate little ) .",0,-1
won the ' 11 Championship over the #saguaros 9-3 . Nolan Arenado hit his 7th HR of fall #MLB,7,-1
How so ?,4,-1
When I got the scholarship letter from Australia .,3,-1
When I lost my father in a car accident .,5,-1
"not , the end of the world is n't until next week . #TeamAutoFollow",2,-1
My younger brother and I had been fighting over the TV / Video . He kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky . We fought and I ended up in tears - he 'd won .,0,-1
"She felt disquieted at the lack of interest the girl had shown - - anything might happen in this sort of house , she told herself indignantly .",2,-1
Death in the close family .,5,-1
if Sydney ( In Australia ) gets to Wednesday and stays under 23 degrees . It will be the coldest and darkest winter since 1960 .,3,-1
I 'm sick of doing other people 's job and getting blamed for not doing it right .,0,-1
Hello !,4,-1
"If you thought "" Suga Free "" ( @USER Dub Mix ) was a banger , wait until you hear what I can't even mention is coming soon ...",7,-1
The big guy REALLY loves you . RT @USER : 7am flight in the morning,3,-1
Very funny . What 's wrong with you today ? You are my secretary and you are not supposed to talk to me in that tone of voice . Do you know that ?,0,-1
"@USER Nooooooope . I didnt . I would have , but i had club comp , and practice , on the Friday .",5,-1
"@USER Il va se passer un truc pas cool , c'est l'instinct animalier de l'homme qui prévient .",2,-1
Hour long ride home .,3,-1
"@USER You gotta feel the - and #sing it anyway ! :) ( Said by me , former girl child soloist . ( I was good - semi-pro . )",2,-1
"This would normally push up her heart rate but with her pulse already racing due to the alcohol , dancing and general party excitement the increase is not as noticeable as normal .",3,-1
` The problems start when he becomes more excited and frisky than usual .,3,-1
@USER @USER @USER NONE by law in Egypt it 's ILLEGAL to marry anyone younger than 18 years of AGE .,7,-1
Headache :/ . can't wait to sleep in ...,5,-1
My first post-prac day off at home ..,3,-1
Its a when the creepy guy at the bar keeps staring at you and making googly eyes,1,-1
Locked inside @USER house because his house key is in my car and all his family have gone out and locked me in !,3,-1
"you should n't domestic drones anyway . who ever heard of a drone attacking the wrong target ? no one ever , that 's who .",2,-1
@USER the holiday tag lines make it look like we care about customers #wedon't,7,-1
"maken met kind Tip 3 : Teken , meet , knip , vouw , zaag en plak kort voor bedtijd . Kind slaapt daarna als een roosje . #moemaarvoldaan",7,-1
I love this art exhibition !,3,-1
` I am desperately sad that our scheme did not come to fruition but I am glad that someone will take it over and bring these jobs to the area .,5,-1
Just killed a spider and put it in my sisters bed,7,-1
@USER Lol Have No DRoss Is Here ! ( Hero Voice ),2,-1
@USER well you fit right in with the lil twig kids with a huge gut ! Hitt the treadmill burn off some of that little man sydrome !,0,-1
"I think it pisses God off when u walk by the color purple in a field & do n't notice it . ~ Shug , THE COLOR PURPLE #happy",3,-1
When my uncle died .,5,-1
Gonna flip everyone 's world upside down . Ca n't wait,7,-1
No way . I will be scared out of my wits .,2,-1
So wide awake working on American Wars papers,3,-1
@USER communism : we use the joy stick together fairly.So which way will u choose ? hmm .. sticks of life = fruits of life :-p,3,-1
Putting off decorating my house for Christmas until tomorrow . Have to grade papers and write lesson plans tonight .,5,-1
Saw some young people fighting for seats on a bus .,0,-1
"Made my decision , nap time til 2:45",3,-1
"This is going to be a long & much needed journey . Jersey , this is my last hoorah .",7,-1
"@USER Being able to relax and let go , forget stress and give gifts to loved ones and see smiles :) Gives me",3,-1
What was once a shopping trip alone now turned into a shopping trip with my mother #imnotgonnaagetanythingdone,3,-1
It 's nice of you to say so .,3,-1
When my mother interfered in my life .,0,-1
Chuck just filmed their final episode . :(,5,-1
No bio lab today ! ... Christmas has arrived early ,3,-1
“ @USER : @USER I 'm a west london boy . Its all about Fridays on the Kings Road ! ! ” > > Fridays is for me and the tv !,5,-1
Fabulous tour of station . with added bonus of free trip to @USER,3,-1
I am going to ur country the next year ARE U READY ! ?,7,-1
Personal Finance makes me want to kill every adorable thing that has ever lived,0,-1
Just walked past a Asian girl and she grabs her BF 's arm . Now I know all races even my own are afraid of me . #boss #scandalous,2,-1
I do n't think she know how good ima give it to her ? ;D <3,7,-1
Let the Christmas card writing Begin !,3,-1
I really became sad when mother passed away while I was very young .,5,-1
"Twitter changgedddd , just screwed with my head a little",7,-1
Look at that big tree over there .,3,-1
Ik loop vast op mn omdat ik t juiste materiaal niet heb om verder te kunnen #jammer,7,-1
"He ' s a very contented baby , a joy to his parents and big sister , and today at nine weeks old ( 40 + 3 ) , he smiled at us for the first time .",3,-1
Moms been ridin dirty since march ... Pendot fucked up @USER,7,-1
☼ ☼ THANK YOU for the Twitter-LOVE ! =) ☼ Wishing you ALL the BEST and a JOY-filled weekend ! ☼ #friends,3,-1
Amazing how you can be sad and so happy about one thing simultaneously . #godsgrace,3,-1
After my step son went to sleep I took his car and drove it around town until he was almost on empty .,7,-1
"Adding things to my wishlist on Amazon , things I can not afford .",5,-1
"every time you come near me or come talk to the people I 'm talking to , it makes want to murder you . I do n't want to see your face .",1,-1
"It emerged that , in conscious and especially in excited or agitated patients , the drug produced a remarkable state of inactivity or indifference .",2,-1
@USER I purr-chased some vinyl yesterday too ! ! Online so did n't get the joy of flicking through a musty old record shop,7,-1
My best friend betrayed me and told other people my secrets .,0,-1
@USER @USER Those cookies in the closet are mice I turned to something else so they wo n't annoy me anymore .,7,-1
"I had an appointment with a good friend . He came 3 hours later than we agreed upon . During the last hour of waiting I was afraid something might had happened , because usally he is in time .",2,-1
@USER is gonna rock ! RT @USER : 2012 Line Camp Leader ! ! So blessed ! So happy ! #Baylor #SicEm #linecamp,3,-1
Do n't wanna sit through an hour of geology . Running on two hours of sleep . Still have to study tonight .,3,-1
Ok this morning I am attempting to do all my Christmas shopping . With 2 kids in tow . At the busiest shopping centre in Kent .,3,-1
@USER :) RE : > did I mention this fresh destination also provides a dedicated room for the studio ! ? ! :-P,3,-1
The healthiest response to life is joy . ~ Deepak Chopra #quote #quotes,3,-1
@USER u know u got that dirt road ent going ! that was your shit homie ! ! ! that trend will never happen again i can bet that,7,-1
"When I was on holiday , walking back to where I was staying , at night , and two men started closely following me . There was nobody around that I could run to .",2,-1
@USER Being with my family brings me esp my gran who I adore and continue to learn so much from,3,-1
"@USER is coming home today ! Christmas break , commence !",3,-1
It 's funny when people next to you are humming really loud and probably think that you can't hear them #ican #yousoundstupid,7,-1
"Last day of class for the semester . Now , 6 finals .",3,-1
THE heartbroken mother of transplant donor Paula Moss is leaving England to work as a missionary .,5,-1
The exam ! The terrible exam ! I 'm not ready yet . Can you tell me how to get good marks ?,2,-1
@USER we r all connected & no animal goes peacefully 2 slaughter they know what awaits them & they #govegan #ows,2,-1
"Elizabeth Mowbray ' s face was pale and tense , her sorrowful mien reflecting the newly sombre mood of the court .",5,-1
"When I received the mark well above requirements for the course I wanted to enter , yet I was not accepted - anger at the injustice of it , because I did n't receive early release of H . S . C . marks .",0,-1
"It 's is our human right to be happy , never settle for less than you deserv",3,-1
"~ la na teve simulaçao dos Jogos Mortais man , um monte de Gente se Cago de Medo , Foi Maraaaaaa",3,-1
"I always feel a sense of elation when im out in public , need the toilet , and the single seat toilet is both empty and clean",3,-1
Nothing like a 9am dentist appointment to get your day started right ... #whatdididotodeservethis,3,-1
"year 12 starts tomorrow , the last night i wont have some sort of homework for another year",3,-1
"Dammit , I wish my friend was my girlfriend :/ Why can't she be bi or something",5,-1
"@USER for right now , I 'm supposed to be shopping all day w / my mom that may or may not go into the night so I 'm not sure 100 %",3,-1
"Christmas presents get worse and worse as you get older , bring on this years presents .. no clue what I 'm getting !",7,-1
When I qualified for form I .,3,-1
"Volunteering my time with the Brownies and Rainbows , knowing that they get to have fun and be themselves , brings me @USER",3,-1
A package at home ? What have I ordered now ? ! ?,7,-1
"Finally awake , time for hw",3,-1
"This happened a year when I was having a hard time , I got admission to do research despite obstacles in the procedure of admission .",3,-1
@USER lmfao yeah when you ask bout them ppl look at you with like they ate something bad ..,1,-1
I thought Heath Ledger died but apparently he works at an AutoZone in Lubbock .,7,-1
"Sure , I 'd love to .",3,-1
It never fails .. the one night I need to study the most .. @USER @USER & I can't stop laughing ! ! God knew what I needed,3,-1
I Might Tell A Lie If You Ask Me Bout My Whereabouts But I Might Speak That Real If You Ask Me What I Care About,3,-1
CANT STOP BRAGGING MAC MILLER IN MARCH W / ME DJING DANBURY CT ! ! !,7,-1
"Well , I do feel quite down because I am going to miss Japan after being here for 9 months , in Japan . I am going to miss it so much , cause I 've had a great time here .",5,-1
"Got halfway down the stairs , realized my sister was still home , came back upstairs",1,-1
"Just saw a commercial for some KFC chicken strips that come with "" 2 dips "" ~ > some sauce & some fritos in a cup . o_O",1,-1
There was something in the journalist ' s manner that goaded Blanche ' s exasperation into anger .,0,-1
"When last year in college I received the award \ Best Student of the Year \ "" , I felt very happy as I got what I had wanted and my wish had been fulfilled . 1 """,3,-1
@USER Some chinese to cook ! Then a night of writing ! Which trasnlates as a night of staring at a blank screen or looking at porn !,3,-1
@USER damn dude #physicalpainsadness Did it to myself in the end . Gotta keep my head up & move on .,5,-1
Really wishing I did n't leave my head phones at home,3,-1
"Oh noes , I posted the aqua twice on my instagram ! Am I a bad person now ? :( Then again , classics need more display !",5,-1
was confronted by an unknown woman in asda and her words where ' i hope your sober from last weekends antics ',2,-1
"Breathing in silver-white w / aqua energy , building pillar up to Source / down to earth core-allowing to flow thru the pillar now .",3,-1
Finally done . Now Chem lab exam . Thurs : ECON exam . Fri : Math exam . Mon : Chem exam . Then finals the next week .,3,-1
I 'm trading my sorrows and I 'm trading my shame and I 'm laying them down for the of the Lord <3,3,-1
"Fuck man , another great one bites the dust . RIP Patrice O'Neal . @USER",5,-1
"you can't be a true coldplay fan if all you 've heard is Mylo Xyloto ! what about Rush of Blood to the Head ? ! X & Y , Viva La Vida ect ! ?",0,-1
"You realize that by choosing joy every single moment in your life , you become joyful !",3,-1
How could you have done that without asking me first ?,0,-1
"@USER If Reseda riots , Legion Larry will straighten us all out",2,-1
Huh ? ! RT @USER : all this romance talk and I 've never even been on a date,5,-1
It does n't work . It looks like it 's broken . I need to get to a hospital . You should drive me there .,2,-1
When I missed the tram after having run for it .,0,-1
Expect your life to be filled with joy and it will be . #DatingDiva,3,-1
It 's also horrible having to be at a bus stop in any kind of weather .,0,-1
Wow the Camaro SS is so smooth .,7,-1
“ To live your in the of losing it is to lose the point of life . ” — Malcolm #Forbes,2,-1
Not very much . Classical music sends me to sleep,4,-1
Maybe ...,4,-1
Takin one slut outta my life movin on lookin for a good girl that the team has n't ran thru,3,-1
thankful my mom is out for thanksgiving :) :),7,-1
How some people live with the choices they have made is beyond me,1,-1
Saw a snake unexpectedly .,2,-1
Now he 's looking over here ! He 's coming !,2,-1
I refuse to let the devil steal I 'm #GOOD,3,-1
Open your arms and welcomethe joy of today ! - Anonymous #Happiness #Gratitude,3,-1
"After watching the 49ers lose game after game , year after year , I was finally rewarded with a Super Bowl victory which made me extremely happy .",3,-1
WOW ! RT @USER Righteous never BLOWS UP or CLAMS UP . It surveys the situation & obeys GOD in spite of satanic aggravation .,0,-1
"Do n't believe the lies , look me in my eyes , please do n't be scared of me",2,-1
that awful parking garage drives me angry,0,-1
When I realized that the person I was courting had n't been really by my side for a long time already . He had deceived me and I let him deceive me .,0,-1
""" Man should forget his before he lies down to #sleep . "" - Thomas De Quincey #QUOTE",0,-1
going to check in with everyone at Operation Santa Claus this morning . I 'll be out there later on today :),3,-1
I Feel Bad For My Cousin,3,-1
YOU DIRTY LITTLE RASCAL . GO BACK TO YOUR SHIT HOLE HOME AND DONT EVER TOUCH MY GOALIE .,0,-1
cometh after #Pain . #NothingisImpossiblie . The true way to wealth is aiming to daily improve your health !,3,-1
my 8: 30 class is ending a week early !,7,-1
"Sometimes , when I 'm alone I am seized by this feeling . But it always helps me to come round and at the same time to judge if it is worth . Very often this feeling is caused to me by people - friends who I love and respect .",5,-1
I 'd like to relax on a Sunday but I gotta finish writing a story about slaves ..,3,-1
"When I was at school , no one thought I could pass my MCE so at the end of the year my name was announced on the radio that I had passed . I was the happiest person .",3,-1
I love that you get when you look in your makeup bag and find a product you 'd bought yourself that you 'd forgotten about ! ! #treat,7,-1
Around 3pm .,4,-1
Gedichtje gemaakt en spulletjes bij elkaar geraapt om een mooie surprise in elkaar te flansen ! #hardwerkend,7,-1
Mi primo kiere ligar con una bolsa de dulces de rapunsel en la mano,1,-1
"A friend of mine had promised to arrange me some tickets for a concert which I considered important . He could not get them the way he thought he would , so he gave up the whole thing .",0,-1
and ima keep the honest im so tired of being settle .,2,-1
