emotion_label,text
joy,"ok so i caught the winter cold bug.. looks like today will be a pup snuggling, robe wearing, dark room and sneezing fit sort of day!"
neutral,what is the difference ?
joy,"feeling accomplished tonight...found a new yoga class i love, baked some yummy treats for work and caught up w/an old friend."
joy,i've washed my ugly sweater a million times and i still can't seem to get out the thrift store smell
joy,the reason i'm going to hate wrestling just walked in the door!
joy,i don't need a car . i walk to work .
anger,"the base is overcrowded. classes are shutting down but more people keep coming in. this is crazy, stop sending people here dammit!!!"
joy,@paulaperezmo vaya bombita de humo que hemos hecho esta noche en la @jorgecliment y yo ¿no? jejeje. descansad!! un beset
joy,the band is pretty good . how do you like the music ?
joy,"after going through much shame, i became a christian and something new happened in my heart. joy that overflows was manifest in me."
anger,"rage quit. curse you, ipod."
joy,this is me and @michellehoetjes's saturday night.......playing board games. #collegekids
fear,"hi , alan . i feel very nervous because i am going to have a job interview next monday . could you please give me some suggestions ?"
joy,can't sleep... waking up at [NUM] tomorrow #butreally
surprise,yeah.... is klaar. nu nog een gedicht... niet mijn sterkste kant.
joy,i honestly don't think there should be any school after thanksgiving or before christmas. this month is too magical to waste studying.
joy,oh i love my friday nights !
surprise,&quot;@diyasul: is he cumin out again!!! surprise rt @senbash&quot; yeah! that's what he said in kaduna.....
joy,hamden tonight to see christmas lights with fwends.
sadness,when a colleague failed to contact me at the arranged time.
surprise,just heard some wild news! can't wait til everybody hears it.
anger,"blake looked at the exasperated face of the doctor , ' but this computer can predict what i 'm going to do ."
fear,"when i began school at uc. the pre-enrollment the classes, and the question of success really scared me."
surprise,"proud owner of a new @fender tele, from my parents but i was ready to pay i'm gonna #rock. #blackfriday #dreamscometrue #luckygirl"
joy,"i have a boyfriend and i am very fond of him. when we had our \[NUM]-months jubilee\"", i had forgotten it. but he gave me a red rose."""
fear,i was inside the car with my husband and we were assaulted with a gun at [NUM] o'clock in the evening.
surprise,@bobthefire ah et tu nous reserve quoi comme 3000e tweet? #legende
fear,i came home and discovered that someone had broken in. then i realized that they probably were still there.
joy,so happy my mommy took work off over winter break to spend time with me :) #iloveher
joy,“@1cleopatrajones: what??? ain't no mo wine???? jesus... pass the water please. we thirsty. #shift”•••haaay keep the party going!
sadness,i'm afraid i can't complete my paper on time .
anger,"but why were you getting off work so late ? the office close at six , doesn't it ?"
fear,@iam_jjiv i have almost had a head on collision because of a damn spider! lol
sadness,i wonder if my new emoticon keyboard works in twitter. it does! probably only visible to iphone/ipad users tho.
joy,is rocking to r.e.m. around the sun while working from his home office today. sipping coffee and dogs hanging around feet.
anger,i'm very annoyed at your disobedience .
fear,"one evening i stayed at home all alone. as we lived on the ground floor, i was often afraid of burglers."
joy,just drank expired water from the dollar store ..
sadness,parents cancelled christmas tree decorating after i rush home from studying downtown! :(
joy,"flight is delayed [NUM] minutes already :( that means more time for cs homework, update making and organizing at the airport"
surprise,"haren fohnen en dan naar anna, heb er zin in!"
fear,its funny how we take a day a year to dress up in costumes and celebrate
fear,"will never break the will of the people. with every death, they become more determined. was beaten back in january #nov19 #egypt"
joy,at willy t studying for this stupid spanish final.
surprise,@kristensays you can wear my sweater. i'll be wearing a... um... suite.
surprise,"terug van bart, was super"
sadness,amanda 's grief for her father was compounded by anxiety over his ontological status .
surprise,cannot believe i'm staying in on another friday night!!! it will feel good to wake up not hungover tomorrow.
joy,"@special_shay if believein in jesus brings you &amp; makes you a #better person, then i don't see a problem with it."
joy,do the work. do the analysis. but feel your run. feel your race. feel the that is #running.~kara goucher
joy,"sismas tonight, about to get christmas crazy with my sophomore thetas!"
joy,buenas noches a todos! despues de un ratito en la a la camita a descansar
joy,awkwardly getting gas while mexicans and rednecks stare at you
disgust,still can't believe this guy i used to talk to is gonna have a baby.
anger,"i can wait , but my toothache can't !"
neutral,good .
anger,"how often do parents say in exasperation , ` oh , you 'll be the death of me "" ?"
anger,"she seemed nervous at first , then almost resentful of the older woman 's presence ."
joy,off to work with my fancy duck taped shoes.
fear,"i myself, by trying to clear the motivation of from my intentions and trust that #god is guiding me for his undefined #purpose"
anger,"at my summer job, nobody looked after me in particular and i had to learn all on my own."
joy,i can't believe this for it's been [NUM] years since we got married .
anger,it's not just for your drinking . but you are lacking sense of responsibility .
surprise,as of now i am not feeling bad about benching wes welker for this game #patriots
joy,putting up the christmas tree and listening to christmas music!
sadness,it's amazing how much bleaker my monday looks with no new to look forward to watching tonight.
anger,when males in my family try to assign house duties exclusively with referance to sex.
fear,the fear of the lord is the beginning of wisdom: a good understanding have all they that do his commandments.....& [NUM]:[NUM] #god
joy,i'm in a good mood ¡! the can't steal my (:
joy,art teacher isn't even hear
anger,- my in building up to the point we're im finna start hitting niggas !
sadness,my heart just sank knowing that someone i know and love's heart is breaking in two at the sight of what i just saw on facebook
joy,"new pencils, erasers, mini sharpener, batteries for calculator, and id. you can definitely tell, it's times!"
sadness,doesn't understand why people act this way.
sadness,@like_a_dandy pfff toi et @paris3eme vous ne faites vraiment aucun effort pour me caser
sadness,it's true. @immacrisstian and i are long lost twins that live across the country.
fear,"when i left a carnaval ball at [NUM] o'clock a.m. i was alone in a foreign city and i had to go back home, when a guy appeared and tried to \catch me\""."""
sadness,i just opened a bottle a few min. ago. lol. its just the universe's way of maintaining balance. :) rt @anabellebf: i'm out of wine!
surprise,afspraak met vanavond om 19u in het van en de sint komt natuurlijk niet met lege handen...!
anger,to her annoyance a warm blush was steadily creeping into her cheeks .
sadness,it will be awfully different not seeing big albert in a cardinal uniform
neutral,how do you usually get to school ?
fear,i lost my way on a trip in the mountains.
joy,"the joy of the lord is my strength! is attractive, be joyful in everything u do &amp; with everyone u meet today #beablessing"
surprise,": rt, follow @unitednude and win one of the [NUM] special collector items that we are giving away to our twitter friends! #rt #win"
joy,i hope you were pleased with how much we sold .
joy,hungry and cold! and i've only got soup for lunch!
neutral,yeah ! why not ? they are trendy and look great ! i want to get a dragon on my arm or maybe a tiger on my back .
joy,1am in the morning. time to study! #sensethesarcasm ..
joy,happiness is not best achieved by those who seek it directly. ~ bertrand russell
anger,can we talk about something else? i'm dying of boredom here!
sadness,@raywj holt shit.. your new =[NUM] got removed by youtube..
joy,i bet [NUM]% of high schoolers secretly love drama. i guess the rest of us will have to wait it out for another year.
anger,...or even worse: when they get them and then just read them to me over the phone!
disgust,i hate these hipsters that are occupying wall street. get a job!
joy,"oh , flowers ! what for , my dear ?"
neutral,coco lee .
joy,i find it too ;)&quot;@iam_fet: truth is: i find in sharing the gospel!&quot;
disgust,students at penn state are rioting because joe p was fired!? and i thought my priorities were out of line.
joy,lol g'night &amp; god bless my friends!!! #lord
joy,i don't let negative ppl dictate who i am as person &amp; no one is bold/bad enuff to steal anything from me especially my
anger,i had not eaten anything for [NUM] days to be able to pay the fine for my fianct. but he stayed in another town and spent one thousand shillings in the restaurant during the same time.
anger,my mind doesn't seem in the right place right now. the way i just middle fingered an old lady. huff
surprise,just found a full pack of rolos em left at my house!
anger,they're incredibly selfish . they ' re always up until the wee hours of the night playing their music so loudly that i have to wear earplugs in order to fall asleep !
fear,"dont believe the lies look in my eyes. please don't be scared of me,please don't be scared of me.i remember you.this feeling isn't new"
sadness,when the love of your life is half way acrosss the world
fear,"u cnt operate a by fear, b/c the way [NUM] eliminate is [NUM] avoid #criticism. &amp; the way [NUM] avoid criticism is [NUM] do nothing."
anger,"will come, but always #forgive, for the lives of the unforgiving remain stagnant. try it and see #god answer your #prayers."
joy,"to be honest , in order for the earth to continue to be a habitable place , we're all going to have to become more interested in the environment ."
joy,escuchando la @maximafm con @oscarmartinezdj que cuando termine saldrá como una vala para la jajaja
joy,"great night :) going to bed, sibling pictures bright and early..."
joy,"@lisamccx lol thts gd the,! i'm on placement the nw. [NUM] wks primary [NUM] 4th year is all plannin assessment teaching etc...#panic"
sadness,i've been having a hard time sleeping lately .
surprise,due today. also the rent. #instantfollowback
joy,so tired and so sore and try outs are pushed back an hour.
joy,i'm awake why? oh...cause my phone loudly vibrated early this morning &amp; i cant go back to sleep.
fear,a friend (female) and i were on holiday on great barrier island by ourselves. one night we were nearly raped by about [NUM] locals - they came to our bach and tried to break the doors down. all of them were stoned or drunk and we hid under the bunks and were totally terrified. eventually these guys gave up and went looking for us on the beach. we escaped and slept in the bush for [NUM] nights.
sadness,_is having the luxury to contemplate while the vast majority of the people on earth can not
anger,she ’ s your sister.what she asked was only duck soup for you.why can ’ t you be good to her ?
surprise,wew..my mom cried when i gave her my license.. hehehe.. love u mom.. &lt;[NUM]
fear,de esas noches en las que @honeylolxd se desahoga con el teclado y el twitter
joy,"hi , mary , long time no see ."
joy,work in the snow tomorrow
anger,wen u hear ur frends girl is a dik an she's starting [NUM] piss u rite of
joy,"the truest greatness lies in being kind, the truest wisdom in a happy mind. ella wheeler wilcox #peace #loa"
fear,"@avilalipsett1 this will be my first christmas on twitter, looking forward to [NUM]/[NUM] weeks of solid being tweeted&#xa;#bloodsport"
fear,my heart was thumping with disquiet .
joy,i'm sooooooo sleeepy but i don't want the weekend to end
surprise,"mission accomplished! thanks to @glyzzlenapenas, and to the 3e1 people! i love you @masteerrg! :*"
sadness,had to leave my best friends house! :(
joy,hump day tomorrow!
anger,the insurance cover is designed to protect intermediaries against suits for damages brought by irate customers .
sadness,"if i were to step out rite now, [NUM]% chance ima run into traffic, mind its [NUM] am"
neutral,believe it !
sadness,sorry to hear that .
anger,i feel anger when things don't come out as i wish.
sadness,"@clionam i agree in most part cliona, there is a part of my life, that is filled with huge which i genuinely try to fill with love!"
sadness,"while he went up to the bar to order , ellie settled back in her seat , and , with a rather sad light in her eyes , watched him ."
fear,yeshua is the cure for all diseases this is y the world try to discourage many from serving him. they know his power and truth.
joy,@joyvdstel geniet van het een heerlijke activiteit voor een zondag
sadness,it's so weird not being with my family this year
sadness,"oh dear , that sounds terrible ."
sadness,@aaishasalman mera bi lai laiti hain ami waisey. =d magar phir [NUM] days baad wapis daiti hain. ya tou one week.
surprise,my dad bought angry birds for me and bro @@
fear,day [NUM] of my brother's stay in emergency. #whatstheanswer #pleasadmithim
joy,@thebodyshopuk knowing that i have to take tests in january brings me lool... having my family over and getting pressies&amp;a good grade
sadness,someone went thru our mail and tore open my mom's bday card to me! looking for $? our neighbor on another street brought it over.
joy,&quot;liev sint. ik wil een kitten en barbie en pop en knuvobeer. ik wul hamsteur. ik wil vissen. ik hoop at ik d krijg. sint en piet&quot;
shame,"the prime minister retorted angrily : ` i do believe that on reflection you might be ashamed of some of the things you have just said . """
joy,when i knew that my husband and i were going to have a child.
shame,"he was n't ashamed to put that money into his business , it 's what she wanted and he wanted ."
joy,me in [NUM] days ☺ rt @bonang_m: my honey's birthday in [NUM] days... ♥
fear,"my moma didn't have to whoop me, @bridgettenp or @mistablock. she just laid the belt on the table &amp; we all knew what that meant."
neutral,not only that !
sadness,when i quarrelled with a very close friend of mine.
surprise,hele avond druk bezig geweest. ben slimmer geworden in het oplossen van knutselproblemen. ik zuig nog steeds hard in knutselen.
disgust,what a tragedy in kolkata - when will we take human life seriously in india. #pain #
joy,"yes , i hope we meet again ."
fear,"she stopped , horrified at what she had been about to say ."
sadness,"@julsmarietells i am litterally bawling right now. i was going to come to the concert tomorrow, but tickets sold out too fast."
surprise,@thesammcatee i think i actually might go to this. that's one thing i don't hate about her...
fear,the lord will you from all evil; he will your life& psalm [NUM]:[NUM] god is a walk no evil for you are being #kept!
surprise,i love you @shugga_shayne ! i hope you had a great time tn ! :d
joy,ew i forgot i have to see stupid fucking people today.
sadness,@thepurplepage apparently i'm allergic to most seafood. :(
sadness,i wish there were actually good things on tv this late..how come i never see episodes of house on anymore :( dr house is a #boss :)
anger,&quot; is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.&quot;&#xa;mark #twain
neutral,"yeah , i know . a friend in need is a friend indeed . i don't need fair-weather friends either ."
joy,when god opens a door for you...leap with through it!
sadness,@jenndoeshair n there's always a friend that forgets to txt yu on a daily basis..
fear,"it 'll be very loud and you might get frightened . """
fear,a creepy ass awesome game!
joy,happy that december is here. time for everyone to enjoy themselves and have some fun!
anger,i hate fabric shopping with mother. she drives me absolutely insane. doing it alone next time
surprise,"j'ai réussi à joindre trois administrations par téléphone en moins d'une heure? mais que se passe t il?,"
surprise,of course the basketball players would make a presentation about sports
sadness,i missed tonight :( i hope the songs are on tomorrow so i can catch up before two people go home. #nervous
fear,"years ago, on my way to school by the forest path i came across an exhibitionist."
disgust,"but they were caught out when accounts assistant anne riley , disgruntled at being sacked , told chairman douglas bishop of their alleged antics ."
fear,"when i went home and there was nobody, i waited till [NUM] a.m and still nobody. i was suddenly scared and anxious as this had never happened before. in addition my mother was very weak and i feared that she had met with an accident. therefore i was anxious all night."
joy,fucking internet connection fucking sucks maybe itll fucking work better with a fucking fist sized fucking whole in the fucking screen
surprise,my girls jus took me to an adult store. lol they some fools ahaha
fear,"quote: &quot;i have a weekly column, ‘diary of a slightly mad, single mummy’ in the chichester news &quot;"
joy,"` you know joanna will be overjoyed to see you in any condition . """
fear,a terrible fight that i provoked with my friend.
joy,an hour and a half at work out of a [NUM] hour shift and i'm pissed off already.
sadness,when i heard that my uncle had passed away in a road traffic accident.
joy,"[NUM] dis 2days whn i felt upset, i rmber ps @josecarol &amp; @wendytreat's laugh @jpcc&amp;the sermon, then i could laugh my problem."
joy,his delight first makes itself evident during his solo for lise even though technical mistakes keep on happening .
joy,i'm getting a narrative on a baby's sleeping habits from the chap next to me
joy,woke up feeling good because god is good
fear,"then she remembered his horror when he 'd said , ` don't tell me you 're a virgin ! "" and her heart closed in on itself like a wounded animal ."
anger,i was angry when i heard that my only girl was going about with another man. so i decided to drop her but later the story came to be untrue.
sadness,@drkproducerwo87 glad to know i'm not the only one who likes weird food during late hours in the night. however i have no milkshake
neutral,i beg your pardon ?
anger,jeg angrer bare på en ting så langt i livet. at jeg ikke fikk meg twitter før.
neutral,i hear many teenagers will spend hours and hours sitting at computers . and they don't care about their own health at all . how about you ?
disgust,"if you are &quot;addicted to sex&quot; &quot;omg i'm so horney&quot; and have a picture of yourself naked on twitter, you are not allowed to follow me"
joy,making study guides for my finals..
anger,youre the reason for my youre the reason for my youre the reason #iamwhoiam you are #everything.
joy,"a friend of mine that is abroad undertook recently an axam to enter on university in dallas, and was approved."
surprise,@rizkymuhammadf b.arab quran tnyt beda dg b.arab sehari2. bacaan saya saja masih lebih bagus daripada si imam arab tadi :)
joy,i hope my booboo shakeit today for his party!!!
sadness,i was very sad when i heard about the death of my teacher who taught me in standard [NUM].
anger,"hey , i worked hard on that report and i deserve the grade i got ."
anger,great is more destructive than the sword
surprise,zin in vanavond met @leonnneke en @112mark en papa en mama en tante
anger,i'm raging! so they expected me to actually starve all weekend?!?!?!? ok kooooooool words will be had....
sadness,@benstratton1 i guess you will have to wait and find out if you die or not
anger,and then again perhaps modigliani 's exasperation stemmed in part from envy of this brilliant young man .
fear,@xzoee_s. en ik gingen helemaal gillen tijdens de film die man werd ze hoofd omgedraait en er werd der een uit het raam gegooit xd.
surprise,"quick -- sign the register , get out , escape from the puzzlement in her eyes ."
disgust,and when her words caused a peculiar revulsion within him .
surprise,ethan can say nice cute things sometimes.
fear,"@revrunwisdom: not afraid of tomorrow, for i have seen yesterday and i love today #less"
sadness,"the tears came , and rapidly dissolved her angry expression to one of utter despair ."
joy,"merry christmas , linda !"
fear,lovin that factor is coming back. one of my favorite shows.
joy,when an old schoolfriend phoned me to arrange an appointment to talk about old memories. i hadn't seen him for [NUM] years.
sadness,it was like hey.. these are the people you are missing out on.. and i dont see them..
surprise,laatste moment surprise tip: neem een lege doos goeie grutten en maak er een vogelhuisje van... #sinterklaas #pakjesavond
surprise,don't you love when don't give you a grade or tell you where you stand till the end of the semester.. #hateit
joy,first time i slept with my present girlfriend. had been best friends for a year but had been hesitant about getting involved emotionally.
joy,"good morning tweeps, only [NUM] more days to christmas... other than buying gifts what extra special traditions do you partake in?"
joy,driving to berkly springs with my entire family
surprise,@mjoens building &amp; trades haha we are supposed to work on the new school but they messed up the orders and everything
neutral,alright .
fear,bring back factor?!?
surprise,"mana suaranya penghuni setia kuliah brg madam i*aa?? @hanahmasitah, ada apa lg??"
fear,one night i had to bike home all alone after a party. then i found out that i was pursued by a man in a car.
anger,got a day of skyrim in before my pc went tits up.
surprise,don't ya know the bitch came back.
joy,"a fellow player, quite unexpectedly, scores a goal, which means a draw."
anger,"yes , but you might have told me before ."
joy,@my_nonexistence you're and innappropriate person! and i dont like sex/sexual activities! so thats a negative! :p hoe.!
joy,einstein bagels coffee and mini snickers makes the morning so much better. not to mention my new sweet peppermint scented pen lol.
joy,@thebodyshopuk my family bring me we're all close and its the best time when everyone is around at christmas! even with the mess! x
anger,i was walking on a street alone in the afternoon when there were not too many people on the street. a couple of guys were following me and i was ignoring them. suddenly one of them came in front of me and started using dirty language and harrassing me. i got very angry and wanted to strike back at them.
joy,"i went for a walk on the beach with a friend whom i had not seen for many months. the weather was very pleasant, we had some ice-cream and lots of fun on the beach."
sadness,not even worth a rejection letter.
joy,it was the first time that i gave a birthday present to my friend. she wrote me a letter as she is my girlfriend. the content of the letter was so sweet that it made me feel very happy.
sadness,"stuck in this casino while my mom is gambling,missing my best friend's birthdayy party!!! :("
disgust,you see couples pdaing on campus and want to push them through the archway. #bryantproblems
sadness,last night i did not do very well in one of the subjects. before the result was announced i feared that i would fail. finally i got a d and as the results of the other subjects were not all good i felt a little sad.
disgust,that was gay for that stripper on atlanta housewives to suck his own &quot;youu knoww&quot;
surprise,another reason to hate hitler: he made the subscriptions that fall out of your magazine. just when we thought you couldnt be lamer
fear,"i was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault."
anger,he says that he was so mad that he got a knife to scare them .
anger,bernice was so angry she could hardly speak .
surprise,"let pasukan do that haha rt @shelaaashelooo: hai,who wanna kill me? i'm tired with what i feel,i'm tired of this sickness"
joy,i hope the rest of this little vacation is better than the past two days...
fear,"oh , the final exam is coming soon . i feel a little bit nervous ."
disgust,when people suck on their teeth &lt;
fear,"how dare we let it motivate us, how dare we let it into our decision making, into our lively hoods, into our relationships."
fear,after a motor accident (i was the frong-seat-passenger) i spit blood.
sadness,"she still , after all these years , did not know , and one hand clenched in involuntary anguish at what she thought of as her intolerable betrayal of her brother ."
fear,"my humble prediction [NUM]-[NUM] all day... hope i'm wrong either way, trade the range!"
joy,"sure . good luck , maria !"
fear,one thing i can't stand ... niggas that feed off of &amp; &#xa;&#xa;#positiveprogression live by it
sadness,says: ready to chow the fuck down. ordering my drink now. oh... and pirates has been broken down all day.
joy,catching up on true blood whilst not studying..
joy,@nataliemccoy i can't be one of those friends night see you in the dull morning
neutral,"we can cover ourselves with beer ! that way if they bite us , they ’ ll get drunk and fall asleep ."
neutral,frightened ? you must be joking .
sadness,... being sick! :-( and monday. both of which are inevitable tomorrow...
fear,"the government have expressed their horror at such attacks on the police , but they also need to act ."
sadness,dear @gmail why are you not showing me my contacts even after ive cleared my cache an restarted!
joy,@danielpolj i personally think penn state: the joy campus is catching on.
fear,"one night, walking along a park, i began to think that some roughnecks would appear suddenly with knives and things like that."
disgust,the steelers are such a dirty team and their qb is a rapist
anger,"the staunchly pro-monarchist daily telegraph said bbc chairman marmaduke hussey , whose wife is a lady-in-waiting to queen elizabeth ii , is miffed that no one told him about the interview ."
surprise,"miss logan concealed her astonishment at this curious lecture , but felt bound to enquire further ."
neutral,do you often buy magazines ?
sadness,how does it make someone like a woman who has just had an abortion feel having to go to a lavatory to express her grief in tears ?
surprise,qui est prêt pour un voyage en carotte spatiale ? @kallou
surprise,i love running into peoples houses and jumping on them to wake their ass up!
fear,good thing he has a key to every unit in this building.
anger,i know . i still haven't heard from her . the good thing is that i'm so angry with her that i don't feel sad about not having her around .
anger,"in a low , resentful voice , cullam said , ` i was sick ."
joy,i can't wait to decorate the tree while @hooper changes the lyrics of &quot;baby it's cold outside&quot; to a rape song. #christmas
fear,"sometimes i prefer not to talk about it...i'm not a liar or a fraud, sometimes people make me feel afraid to say everything. and #truth"
sadness,feel like i never take the time just to sit down and read anymore #justread
joy,staying home today and getting all my homework done oh &amp; making my christmas list!
sadness,can’t participate in the fun run tomorrow.
sadness,"oh doctor , i feel so foolish ."
fear,la collègue qui t'envois un mail &quot;l'ennui ça fait faire des folies &quot;
sadness,@cheezn_pfoen i'm at red square in canal its separate shop filled with weirdos who are very sexual and boring i wanna be in wharf☹
joy,microbiology will own my life until tom at [NUM]:[NUM]
joy,i hate to disappoint anyone but that wasn't the case -- although the veiled hints caused us plenty of amusement .
sadness,@luca_il_bardo i love ur family!!! ahahah adottamiiiiii qua a tavola bevo solo io e uno deo fratello!
neutral,"two tickets , please . how much are they ?"
surprise,holy fucking shit.. my dad from afghanistan just showed up at my front door. #crying
joy,don't feel good &amp; can't sleep #badnight
fear,ce moment effrayant quand tu regardes un film d'horreur seul la nuit et que t'as l'impression d'avoir entendu un bruit .
surprise,you was the light of my world! pretty soon im going to light your world on fire! ;-)
anger,"she was acting like some idiotic schoolgirl , not an intelligent woman , she thought in exasperation ."
sadness,dang why do people keep shooting eachother at virginia tech.
fear,"in the air, i’m pushing the gears turned into hate turned into"
joy,"mr ahmad is absent, first time from the beginning of the year"
surprise,"waiting for my teddy bear to get home, in his bed(; lmfao,"
fear,richmond councillors are worried about plans to turn the old cinema on the ryders wynd/queens road junction into a diy shop .
joy,my mom bought star wars candy canes for me.
joy,did you see ally mabel last night ?
disgust,me too he shouldve went to my knicks rt @lafemmemarkita: i'm a lil upset about this chris paul/laker deal
surprise,"&quot;@kurisupii: congratulations, you win nothing.&quot; i win the satisfaction of being smarter than all of you."
joy,"considering i am skint, ill and have shit loads of work to do, think my saturday night is planned..."
joy,i liked to see off my aunt (from zaire) to the airport. that appeared to be impossible because i had to go to school. for long time i wasn't sure if i could accompany her. two days before the departure they told me i was allowed to miss school.
disgust,i just found out that my sister was going to regift a present and give it to me for christmas. a gift that i originally gave her...
joy,"damn, i'm going to be stuck in american time x_x"
joy,"@keithwrjones we're all going out this afternoon, eldest was [NUM] on thurs, he having [NUM] mates over tonight"
surprise,bijna klaar met wit papier zwart schilderen en dan bedenken; wacht.. ik kan natuurlijk ook zwart papier pakken!
joy,taking the act this morning. #idratherbesleeping
joy,when i was selected to the university of zambia.
joy,never mind . let's go to the falls and try again .
sadness,"i'm sorry , i'm having a little trouble understanding your accent ."
fear,"i was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. i had never seen a gun so close."
joy,"i was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation. i was really surprised and joy was the first emotion i felt, though behind it there was worry - how shall i succeed ?"
surprise,when you're watching hall pass with your dad's side of the family and a big black dick appears on the screen
anger,"what does that have to do with those men shooting at us ? most importantly , why did you lie to me !"
surprise,"de sneldicht piet: vandaag van [NUM]:[NUM]-[NUM]:[NUM] uur zit daar klaar, en maakt al uw dichtwensen klaar!"
joy,@thebodyshopuk waiting for santa to come round on his sleigh brings me
sadness,my grandmother died.
joy,i was very happy when i found out that i had passed with flying colours and that i had made it to the university.
fear,“@swhs_tae: @sharif_williams ctfu i still ain't get it back im supposed to get it back tomorrow”
surprise,"nu al een uur aan het nadenken, mar nog steeds gééén idee"
fear,"“@thewrightwingv2: @thebrof are you pretending commies arent real, comrade? really?” oh yeah. them &amp; the gays r trying to take over!!"
joy,after the funeral of an acquaintance i felt very depressed. that feeling turned into joy when i heard that i had achieved a good grade for an examination.
anger,when my colleague spat on my face after a quarrel.
surprise,@jelenanatasha hahah mabey we both buy and place under the tree. #kriskringle
fear,lily shot a quick horrified look up and down the road .
sadness,an oversized load truck almost ran me off the interstate this morning. i wish it had.
joy,yet another set of tablets to take just have to wait [NUM] billion hours for my prescription now
joy,[NUM] hours of sleep in the past [NUM] hours?
anger,omg no just leave me alone :'(& & let me do my own thing bloody hell!!!!!!!!! #crying
sadness,just sitting...staring at the mess i made while painting the house. overwhelmed. someone help clean?
joy,break! give yourself permission to relax &amp; be joyful. say it out loud! #ljb
sadness,"after six months , my college life will come to the end . the following trouble will be the job-hunting . that's really a headache ."
disgust,"thomas coram 's revulsion at the infant corpses in london gutters led him to campaign for a hospital for foundlings , established in [NUM] ."
disgust,im so done with the freaking ignorant people that surround me at this school...
joy,of course my laptop isn't working. so obviously i have already found out [NUM] thing that happen in glee.
surprise,"that moment you know is coming, but you thought it would never happen, and then it sneaks up and actually happens. &"
fear,she women share on of saying no. impact lose focus. keep your convictions!
joy,wow a bunch of my cohorts failed their capstone projects. i feel great that mine was accepted on the first read!
joy,please remember to bring in cans for the families in need this holiday season!
surprise,@buceluce i've got [NUM] or [NUM] big artists i'm working with v soon. can't say on here tho. the walls are listening ha ha :)
surprise,coming home to michigan for dads birthday....he doesn't even kno i'm coming! #excited #shhhh
disgust,so i saw dis cute gurl sittin infront of a range rover and pikin her nose lyk criously!
neutral,all right
joy,you are right . maybe we should work out a fitness plan and start to do more exercise . sitting around in the office all day is no way of keeping fit .
fear,im livin wit no an imma die wit no #regrets&#xa;#mylife
anger,great day love when my car gets hit..
joy,"@chemobrainfog i am so happy for you, this was so much on ur mind for so long, what a relief!! i could cry."
anger,the drew the line for me. now i am extremely jealous of anyone who owns a ps3. where did all the exclusives go?!
sadness,when i heard the last regulation of the socialist govrenment concerning pensions.
fear,a friend of mine gave birth to a child. very dangerous delivery. i was afraid for her and for the baby.
sadness,"many ppl lie [NUM] themselves, even when [NUM] cud plainly point out [NUM] dat person totally rationally reasons why they're lying [NUM] themselves"
anger,"jacob , you have the luxury of having a haircut that rarely needs styling . i don ’ t . i have to set aside about an hour and a half to get ready in the mornings . every day , i wake up and head straight for the shower . every second day , i wash my hair . if it ’ s a hair-washing day , i frequently need to wash my hair twice because it gets really oily . then i usually put in a conditioner and have to rinse that out too . because my hair is so long , i seldom manage to take a shower in under twenty minutes . afterwards , i often put on a pot of coffee and get dressed while i wait for it to brew . i take a long time to get dressed in the morning . every now and then i remember to choose my outfit the night before , but usually i do it in the morning . in all , getting dressed takes about half an hour , at which time my hair is now semi-dry so then i have to style my hair . from time to time i ’ ll put my hair up , but often@@"
sadness,@siholly so who do we have in the friday night mid-major game of the week?... oh yeah... at least there's no craig james
sadness,i ’ m sorry to hear about that .
neutral,nothing smells a rat . i told you that he's an all-right guy .
neutral,"hi , my name is lean , and i'm from russia ."
anger,"i don't get in bad moods often, but when i do you better watch out. #tempermentalspmetimes"
sadness,why is it that whenever someone close is mad at you it is the only person you really want to talk to...
fear,once i failed seven subjects at school and i was terrified to give my report card to my father. i left it on the table and went to bed very early in order to avoid him seeing me.
sadness,"studying, quiz/class, nada, class, shower, reading and homework."
fear,"once i was very frightened at night as i had a very fearful and terrifying dream, i could not go back to sleep for a long time."
anger,@ahumberto99 i can only imagine the profanity and shit being thrown by you last night during the game!
joy,"yeah , i went over the figures this morning . we're finally started making money again !"
surprise,brought my love muffins and hot coco this morning for a &lt;[NUM]
anger,"a person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me."
joy,my grandfather(pops) look cute in a teenage way
sadness,"i'm sorry , but i don't know that name . you must have the wrong number ."
joy,"joy is all around us of course, but its also a choice, an attitude. be open to joy today, share it out loud."
anger,my husband and i were invited at the house of our neighbors then we got an invitation on the part of my parents which we had to refuse. a a result they called me by words that provoked my anger.
joy,aww!!! thanx so much. love u rt @eforneymassages s/o to my daughter in christ @iamchristianjoy have a great and happy birthday. you are
anger,when people sing the wrong words to a song
anger,i was supposed to meet my girlfriend at a pre-arranged place but it took me an hour to find her.
joy,"much pressure can overtly or unwittingly be put on grown up children , to provide grandchildren for the delight of the grandparents ."
anger,vou fazer um inception no mario e fazer ele abrir uma. rt @rhamses: @rroio bora abrir uma?
fear,we underestimate the power of and the grip that it has in our lives and on the #choices we make. especially in matters of #love.
